No,Time,Source,Destination,Protocol,Length,AdditionalInfo1,AdditionalInfo2,AdditionalInfo3,AdditionalInfo4,AdditionalInfo5,AdditionalInfo6,AdditionalInfo7,AdditionalInfo8,AdditionalInfo9,AdditionalInfo10,AdditionalInfo11,AdditionalInfo12,AdditionalInfo13,AdditionalInfo14,AdditionalInfo15,AdditionalInfo16,AdditionalInfo17,AdditionalInfo18,AdditionalInfo19,AdditionalInfo20,AdditionalInfo21,AdditionalInfo22,AdditionalInfo23,AdditionalInfo24,AdditionalInfo25,AdditionalInfo26,AdditionalInfo27,AdditionalInfo28,AdditionalInfo29,AdditionalInfo30
545,17393.489420,24.6.125.19,61.76.246.70,TCP,60,"4899→3758 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","Frame 545: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 61.76.246.70 (61.76.246.70)","Transmission Control Protocol, Src Port: 4899 (4899), Dst Port: 3758 (3758), Seq: 1, Ack: 1, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
546,17860.556454,Cadant_22:89:c2,Intel_b7:f2:f5,ARP,60,Who has 24.6.125.19?  Tell 24.6.112.1,"Frame 546: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)",Address Resolution Protocol (request),,,,,,,,,,,,,,,,,,,,,,,,,,
547,17860.556571,Intel_b7:f2:f5,Cadant_22:89:c2,ARP,60,24.6.125.19 is at 00:03:47:b7:f2:f5,"Frame 547: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)",Address Resolution Protocol (reply),,,,,,,,,,,,,,,,,,,,,,,,,,
548,18256.934353,24.6.76.78,24.6.125.19,TCP,62,2544→80 [SYN] Seq=0 Win=16384 Len=0 MSS=1460 SACK_PERM=1,"Frame 548: 62 bytes on wire (496 bits), 62 bytes captured (496 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 24.6.76.78 (24.6.76.78), Dst: 24.6.125.19 (24.6.125.19)","Transmission Control Protocol, Src Port: 2544 (2544), Dst Port: 80 (80), Seq: 0, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
549,18256.934613,24.6.125.19,24.6.76.78,TCP,60,"80→2544 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","Frame 549: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 24.6.76.78 (24.6.76.78)","Transmission Control Protocol, Src Port: 80 (80), Dst Port: 2544 (2544), Seq: 1, Ack: 1, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
550,18257.525617,24.6.76.78,24.6.125.19,TCP,62,[TCP Spurious Retransmission] 2544→80 [SYN] Seq=0 Win=16384 Len=0 MSS=1460 SACK_PERM=1,"Frame 550: 62 bytes on wire (496 bits), 62 bytes captured (496 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 24.6.76.78 (24.6.76.78), Dst: 24.6.125.19 (24.6.125.19)","Transmission Control Protocol, Src Port: 2544 (2544), Dst Port: 80 (80), Seq: 0, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
551,18257.525622,24.6.125.19,24.6.76.78,TCP,60,"80→2544 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","Frame 551: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 24.6.76.78 (24.6.76.78)","Transmission Control Protocol, Src Port: 80 (80), Dst Port: 2544 (2544), Seq: 1, Ack: 1, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
552,18258.096052,24.6.76.78,24.6.125.19,TCP,62,[TCP Spurious Retransmission] 2544→80 [SYN] Seq=0 Win=16384 Len=0 MSS=1460 SACK_PERM=1,"Frame 552: 62 bytes on wire (496 bits), 62 bytes captured (496 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 24.6.76.78 (24.6.76.78), Dst: 24.6.125.19 (24.6.125.19)","Transmission Control Protocol, Src Port: 2544 (2544), Dst Port: 80 (80), Seq: 0, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
553,18258.096342,24.6.125.19,24.6.76.78,TCP,60,"80→2544 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","Frame 553: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 24.6.76.78 (24.6.76.78)","Transmission Control Protocol, Src Port: 80 (80), Dst Port: 2544 (2544), Seq: 1, Ack: 1, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
554,18321.807936,220.175.3.11,24.6.125.19,Mes,371,NetrSendMessage request,"Frame 554: 371 bytes on wire (2968 bits), 371 bytes captured (2968 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 220.175.3.11 (220.175.3.11), Dst: 24.6.125.19 (24.6.125.19)","User Datagram Protocol, Src Port: 49087 (49087), Dst Port: 1026 (1026)","Distributed Computing Environment / Remote Procedure Call (DCE/RPC) Request, Seq: 0, Serial: 0, Frag: 0, FragLen: 249","Microsoft Messenger Service, NetrSendMessage",,,,,,,,,,,,,,,,,,,,,,,
555,18321.808159,24.6.125.19,220.175.3.11,ICM,70,Destination unreachable (Port unreachable),"Frame 555: 70 bytes on wire (560 bits), 70 bytes captured (560 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 220.175.3.11 (220.175.3.11)",Internet Control Message Protocol,,,,,,,,,,,,,,,,,,,,,,,,,
556,18504.456488,206.211.112.192,24.6.125.19,Mes,850,NetrSendMessage request,"Frame 556: 850 bytes on wire (6800 bits), 850 bytes captured (6800 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 206.211.112.192 (206.211.112.192), Dst: 24.6.125.19 (24.6.125.19)","User Datagram Protocol, Src Port: 16468 (16468), Dst Port: 1028 (1028)","Distributed Computing Environment / Remote Procedure Call (DCE/RPC) Request, Seq: 0, Serial: 0, Frag: 0, FragLen: 728","Microsoft Messenger Service, NetrSendMessage",,,,,,,,,,,,,,,,,,,,,,,
557,18504.456762,24.6.125.19,206.211.112.192,ICM,70,Destination unreachable (Port unreachable),"Frame 557: 70 bytes on wire (560 bits), 70 bytes captured (560 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 206.211.112.192 (206.211.112.192)",Internet Control Message Protocol,,,,,,,,,,,,,,,,,,,,,,,,,
558,18830.251868,24.6.125.19,216.148.227.68,DNS,86,Standard query 0x1406  A updatekeepalive.mcafee.com,"Frame 558: 86 bytes on wire (688 bits), 86 bytes captured (688 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 216.148.227.68 (216.148.227.68)","User Datagram Protocol, Src Port: 1053 (1053), Dst Port: 53 (53)",Domain Name System (query),,,,,,,,,,,,,,,,,,,,,,,,
559,18830.287563,216.148.227.68,24.6.125.19,DNS,176,Standard query response 0x1406  A 216.49.88.118,"Frame 559: 176 bytes on wire (1408 bits), 176 bytes captured (1408 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 216.148.227.68 (216.148.227.68), Dst: 24.6.125.19 (24.6.125.19)","User Datagram Protocol, Src Port: 53 (53), Dst Port: 1053 (1053)",Domain Name System (response),,,,,,,,,,,,,,,,,,,,,,,,
560,18830.315384,24.6.125.19,216.49.88.118,TCP,62,1054→80 [SYN] Seq=0 Win=16384 Len=0 MSS=1460 SACK_PERM=1,"Frame 560: 62 bytes on wire (496 bits), 62 bytes captured (496 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 216.49.88.118 (216.49.88.118)","Transmission Control Protocol, Src Port: 1054 (1054), Dst Port: 80 (80), Seq: 0, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
561,18830.386612,216.49.88.118,24.6.125.19,TCP,60,"80→1054 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460","Frame 561: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 216.49.88.118 (216.49.88.118), Dst: 24.6.125.19 (24.6.125.19)","Transmission Control Protocol, Src Port: 80 (80), Dst Port: 1054 (1054), Seq: 0, Ack: 1, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
562,18830.386873,24.6.125.19,216.49.88.118,TCP,60,1054→80 [ACK] Seq=1 Ack=1 Win=17520 Len=0,"Frame 562: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 216.49.88.118 (216.49.88.118)","Transmission Control Protocol, Src Port: 1054 (1054), Dst Port: 80 (80), Seq: 1, Ack: 1, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
563,18830.386876,24.6.125.19,216.49.88.118,TCP,60,"1054→80 [FIN, ACK] Seq=1 Ack=1 Win=17520 Len=0","Frame 563: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 216.49.88.118 (216.49.88.118)","Transmission Control Protocol, Src Port: 1054 (1054), Dst Port: 80 (80), Seq: 1, Ack: 1, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
564,18830.473050,216.49.88.118,24.6.125.19,TCP,60,"80→1054 [FIN, ACK] Seq=1 Ack=2 Win=8192 Len=0","Frame 564: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 216.49.88.118 (216.49.88.118), Dst: 24.6.125.19 (24.6.125.19)","Transmission Control Protocol, Src Port: 80 (80), Dst Port: 1054 (1054), Seq: 1, Ack: 2, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
565,18830.473217,24.6.125.19,216.49.88.118,TCP,60,1054→80 [ACK] Seq=2 Ack=2 Win=17520 Len=0,"Frame 565: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 216.49.88.118 (216.49.88.118)","Transmission Control Protocol, Src Port: 1054 (1054), Dst Port: 80 (80), Seq: 2, Ack: 2, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
566,18830.780678,24.6.76.78,24.6.125.19,TCP,62,1134→80 [SYN] Seq=0 Win=16384 Len=0 MSS=1460 SACK_PERM=1,"Frame 566: 62 bytes on wire (496 bits), 62 bytes captured (496 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 24.6.76.78 (24.6.76.78), Dst: 24.6.125.19 (24.6.125.19)","Transmission Control Protocol, Src Port: 1134 (1134), Dst Port: 80 (80), Seq: 0, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
567,18830.780683,24.6.125.19,24.6.76.78,TCP,60,"80→1134 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","Frame 567: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 24.6.76.78 (24.6.76.78)","Transmission Control Protocol, Src Port: 80 (80), Dst Port: 1134 (1134), Seq: 1, Ack: 1, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
568,18831.281399,24.6.76.78,24.6.125.19,TCP,62,[TCP Spurious Retransmission] 1134→80 [SYN] Seq=0 Win=16384 Len=0 MSS=1460 SACK_PERM=1,"Frame 568: 62 bytes on wire (496 bits), 62 bytes captured (496 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 24.6.76.78 (24.6.76.78), Dst: 24.6.125.19 (24.6.125.19)","Transmission Control Protocol, Src Port: 1134 (1134), Dst Port: 80 (80), Seq: 0, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
569,18831.281545,24.6.125.19,24.6.76.78,TCP,60,"80→1134 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","Frame 569: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 24.6.76.78 (24.6.76.78)","Transmission Control Protocol, Src Port: 80 (80), Dst Port: 1134 (1134), Seq: 1, Ack: 1, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
570,18831.822022,24.6.76.78,24.6.125.19,TCP,62,[TCP Spurious Retransmission] 1134→80 [SYN] Seq=0 Win=16384 Len=0 MSS=1460 SACK_PERM=1,"Frame 570: 62 bytes on wire (496 bits), 62 bytes captured (496 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 24.6.76.78 (24.6.76.78), Dst: 24.6.125.19 (24.6.125.19)","Transmission Control Protocol, Src Port: 1134 (1134), Dst Port: 80 (80), Seq: 0, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
571,18831.822026,24.6.125.19,24.6.76.78,TCP,60,"80→1134 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","Frame 571: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 24.6.76.78 (24.6.76.78)","Transmission Control Protocol, Src Port: 80 (80), Dst Port: 1134 (1134), Seq: 1, Ack: 1, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
572,18832.440163,24.6.125.19,216.49.88.118,TCP,62,1055→80 [SYN] Seq=0 Win=16384 Len=0 MSS=1460 SACK_PERM=1,"Frame 572: 62 bytes on wire (496 bits), 62 bytes captured (496 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 216.49.88.118 (216.49.88.118)","Transmission Control Protocol, Src Port: 1055 (1055), Dst Port: 80 (80), Seq: 0, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
573,18832.510807,216.49.88.118,24.6.125.19,TCP,60,"80→1055 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460","Frame 573: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 216.49.88.118 (216.49.88.118), Dst: 24.6.125.19 (24.6.125.19)","Transmission Control Protocol, Src Port: 80 (80), Dst Port: 1055 (1055), Seq: 0, Ack: 1, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
574,18832.510810,24.6.125.19,216.49.88.118,TCP,60,1055→80 [ACK] Seq=1 Ack=1 Win=17520 Len=0,"Frame 574: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 216.49.88.118 (216.49.88.118)","Transmission Control Protocol, Src Port: 1055 (1055), Dst Port: 80 (80), Seq: 1, Ack: 1, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
575,18832.511067,24.6.125.19,216.49.88.118,TCP,60,"1055→80 [FIN, ACK] Seq=1 Ack=1 Win=17520 Len=0","Frame 575: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 216.49.88.118 (216.49.88.118)","Transmission Control Protocol, Src Port: 1055 (1055), Dst Port: 80 (80), Seq: 1, Ack: 1, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
576,18832.606399,216.49.88.118,24.6.125.19,TCP,60,"80→1055 [FIN, ACK] Seq=1 Ack=2 Win=8192 Len=0","Frame 576: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 216.49.88.118 (216.49.88.118), Dst: 24.6.125.19 (24.6.125.19)","Transmission Control Protocol, Src Port: 80 (80), Dst Port: 1055 (1055), Seq: 1, Ack: 2, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
577,18832.606576,24.6.125.19,216.49.88.118,TCP,60,1055→80 [ACK] Seq=2 Ack=2 Win=17520 Len=0,"Frame 577: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 216.49.88.118 (216.49.88.118)","Transmission Control Protocol, Src Port: 1055 (1055), Dst Port: 80 (80), Seq: 2, Ack: 2, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
578,18834.031233,24.6.125.19,216.49.88.118,TCP,62,1056→80 [SYN] Seq=0 Win=16384 Len=0 MSS=1460 SACK_PERM=1,"Frame 578: 62 bytes on wire (496 bits), 62 bytes captured (496 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 216.49.88.118 (216.49.88.118)","Transmission Control Protocol, Src Port: 1056 (1056), Dst Port: 80 (80), Seq: 0, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
579,18834.133815,216.49.88.118,24.6.125.19,TCP,60,"80→1056 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460","Frame 579: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 216.49.88.118 (216.49.88.118), Dst: 24.6.125.19 (24.6.125.19)","Transmission Control Protocol, Src Port: 80 (80), Dst Port: 1056 (1056), Seq: 0, Ack: 1, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
580,18834.133971,24.6.125.19,216.49.88.118,TCP,60,1056→80 [ACK] Seq=1 Ack=1 Win=17520 Len=0,"Frame 580: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 216.49.88.118 (216.49.88.118)","Transmission Control Protocol, Src Port: 1056 (1056), Dst Port: 80 (80), Seq: 1, Ack: 1, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
581,18834.139240,24.6.125.19,216.49.88.118,TCP,60,"1056→80 [FIN, ACK] Seq=1 Ack=1 Win=17520 Len=0","Frame 581: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 216.49.88.118 (216.49.88.118)","Transmission Control Protocol, Src Port: 1056 (1056), Dst Port: 80 (80), Seq: 1, Ack: 1, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
582,18834.236549,216.49.88.118,24.6.125.19,TCP,60,"80→1056 [FIN, ACK] Seq=1 Ack=2 Win=8192 Len=0","Frame 582: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 216.49.88.118 (216.49.88.118), Dst: 24.6.125.19 (24.6.125.19)","Transmission Control Protocol, Src Port: 80 (80), Dst Port: 1056 (1056), Seq: 1, Ack: 2, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
583,18834.236554,24.6.125.19,216.49.88.118,TCP,60,1056→80 [ACK] Seq=2 Ack=2 Win=17520 Len=0,"Frame 583: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 216.49.88.118 (216.49.88.118)","Transmission Control Protocol, Src Port: 1056 (1056), Dst Port: 80 (80), Seq: 2, Ack: 2, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
584,18834.272951,24.6.125.19,216.148.227.68,DNS,73,Standard query 0x4606  A us.mcafee.com,"Frame 584: 73 bytes on wire (584 bits), 73 bytes captured (584 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 216.148.227.68 (216.148.227.68)","User Datagram Protocol, Src Port: 1057 (1057), Dst Port: 53 (53)",Domain Name System (query),,,,,,,,,,,,,,,,,,,,,,,,
585,18834.303104,216.148.227.68,24.6.125.19,DNS,163,Standard query response 0x4606  A 216.49.88.118,"Frame 585: 163 bytes on wire (1304 bits), 163 bytes captured (1304 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 216.148.227.68 (216.148.227.68), Dst: 24.6.125.19 (24.6.125.19)","User Datagram Protocol, Src Port: 53 (53), Dst Port: 1057 (1057)",Domain Name System (response),,,,,,,,,,,,,,,,,,,,,,,,
586,18834.304156,24.6.125.19,216.49.88.118,TCP,62,1058→80 [SYN] Seq=0 Win=16384 Len=0 MSS=1460 SACK_PERM=1,"Frame 586: 62 bytes on wire (496 bits), 62 bytes captured (496 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 216.49.88.118 (216.49.88.118)","Transmission Control Protocol, Src Port: 1058 (1058), Dst Port: 80 (80), Seq: 0, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
587,18834.377384,216.49.88.118,24.6.125.19,TCP,60,"80→1058 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460","Frame 587: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 216.49.88.118 (216.49.88.118), Dst: 24.6.125.19 (24.6.125.19)","Transmission Control Protocol, Src Port: 80 (80), Dst Port: 1058 (1058), Seq: 0, Ack: 1, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
588,18834.377662,24.6.125.19,216.49.88.118,TCP,60,1058→80 [ACK] Seq=1 Ack=1 Win=17520 Len=0,"Frame 588: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 216.49.88.118 (216.49.88.118)","Transmission Control Protocol, Src Port: 1058 (1058), Dst Port: 80 (80), Seq: 1, Ack: 1, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
